HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458258.85298,2018-05-20.3507209,bc,1.51,14.596,10.050,0.003,366.244,1.262,V
2458261.82742,2018-05-23.3251481,bc,1.31,14.607,10.059,0.004,363.043,1.321,V
2458261.82871,2018-05-23.3264353,bc,1.37,14.596,10.045,0.004,368.183,1.386,V
2458261.82998,2018-05-23.3277069,bc,1.38,14.601,10.050,0.004,366.341,1.426,V
2458262.02196,2018-05-23.5196831,bc,1.31,14.633,10.058,0.004,363.720,1.303,V
2458262.02323,2018-05-23.5209630,bc,1.36,14.630,10.054,0.004,364.918,1.325,V
2458262.02451,2018-05-23.5222385,bc,1.36,14.631,10.052,0.004,365.585,1.319,V
2458262.67752,2018-05-24.1752429,bs,2.39,14.812,10.266,0.009,284.362,2.325,g
2458263.67109,2018-05-25.1688104,bs,2.20,14.867,10.263,0.009,284.942,2.288,g
2458263.67230,2018-05-25.1700267,bs,2.24,14.858,10.258,0.009,286.362,2.339,g
2458263.67352,2018-05-25.1712490,bs,2.23,14.868,10.265,0.008,284.437,2.214,g
2458264.70663,2018-05-26.2043511,bs,1.48,15.040,10.357,0.009,261.542,2.090,g
2458264.70784,2018-05-26.2055633,bs,1.50,14.996,10.262,0.009,285.080,2.275,g
2458264.70906,2018-05-26.2067853,bs,1.48,15.015,10.299,0.008,275.772,2.016,g
2458268.75651,2018-05-30.2542395,bs,1.51,14.993,10.256,0.009,286.904,2.315,g
2458268.75774,2018-05-30.2554666,bs,1.51,15.001,10.261,0.009,285.728,2.230,g
2458268.75897,2018-05-30.2566885,bs,1.53,15.088,10.398,0.004,251.863,0.825,g
2458269.83946,2018-05-31.3371855,bs,1.72,13.497,10.360,0.032,260.656,7.607,g
2458269.84067,2018-05-31.3384045,bs,1.46,13.895,10.260,0.014,285.787,3.613,g
2458269.84189,2018-05-31.3396219,bs,1.49,14.424,10.312,0.007,272.343,1.743,g
2458270.70256,2018-06-01.2002894,bs,1.47,14.962,10.246,0.009,289.493,2.394,g
2458270.70377,2018-06-01.2015021,bs,1.45,14.974,10.257,0.008,286.494,2.202,g
2458270.70500,2018-06-01.2027263,bs,1.48,14.975,10.251,0.009,288.167,2.315,g
2458271.82453,2018-06-02.3222717,bc,1.42,14.615,10.042,0.004,368.875,1.332,V
2458271.82582,2018-06-02.3235525,bc,1.40,14.616,10.045,0.004,367.960,1.370,V
2458271.82709,2018-06-02.3248287,bc,1.46,14.617,10.046,0.004,367.469,1.354,V
2458274.02170,2018-06-04.5194429,bc,1.81,13.476,10.087,0.016,354.226,5.142,V
2458274.02299,2018-06-04.5207346,bc,1.89,99.990,99.990,99.990,99.990,99.990,V
2458274.02427,2018-06-04.5220099,bc,1.89,13.590,10.098,0.018,350.321,5.741,V
2458274.93745,2018-06-05.4351958,bc,2.08,14.585,10.059,0.004,363.459,1.368,V
2458275.96907,2018-06-06.4668233,bc,1.41,14.617,10.054,0.004,364.869,1.287,V
2458276.85229,2018-06-07.3500576,bc,1.69,13.855,10.093,0.009,352.317,2.863,V
2458276.85357,2018-06-07.3513291,bc,1.70,13.613,10.084,0.018,354.980,6.008,V
2458276.85484,2018-06-07.3526041,bc,1.79,13.013,10.079,0.016,356.723,5.005,V
2458277.89535,2018-06-08.3931182,bs,1.27,99.990,99.990,99.990,99.990,99.990,g
2458277.89657,2018-06-08.3943415,bs,1.46,14.262,10.326,0.017,268.743,4.190,g
2458278.75403,2018-06-09.2518067,bc,1.66,14.211,10.062,0.006,362.567,1.812,V
2458278.75531,2018-06-09.2530813,bc,1.71,14.207,10.053,0.005,365.147,1.761,V
2458278.75657,2018-06-09.2543451,bc,1.70,14.227,10.075,0.006,357.911,1.818,V
2458281.76463,2018-06-12.2624371,bc,1.49,14.601,10.071,0.004,359.383,1.327,V
2458281.76591,2018-06-12.2637134,bc,1.47,14.596,10.057,0.004,363.919,1.327,V
2458281.76718,2018-06-12.2649893,bc,1.49,14.594,10.053,0.004,365.508,1.298,V
2458281.95416,2018-06-12.4519671,bc,1.50,14.610,10.060,0.003,363.152,1.251,V
2458281.95543,2018-06-12.4532387,bc,1.49,14.610,10.060,0.004,363.134,1.262,V
2458281.95671,2018-06-12.4545173,bc,1.50,14.607,10.054,0.004,364.932,1.264,V
2458283.86661,2018-06-14.3644450,bs,1.50,14.938,10.238,0.008,291.700,2.213,g
2458283.86783,2018-06-14.3656603,bs,1.47,14.936,10.238,0.008,291.593,2.266,g
2458283.86905,2018-06-14.3668800,bs,1.49,14.932,10.233,0.009,292.798,2.311,g
2458284.81475,2018-06-15.3125961,bs,1.53,14.954,10.231,0.009,293.659,2.284,g
2458284.81598,2018-06-15.3138302,bs,1.51,14.811,10.238,0.012,291.688,3.238,g
2458284.81721,2018-06-15.3150561,bs,1.49,14.791,10.242,0.012,290.809,3.099,g
2458285.90037,2018-06-16.3982289,bc,1.45,14.604,10.053,0.003,365.369,1.258,V
2458285.90165,2018-06-16.3995048,bc,1.38,14.610,10.058,0.004,363.913,1.311,V
2458285.90294,2018-06-16.4007902,bc,1.46,14.605,10.052,0.004,365.514,1.316,V
2458287.75314,2018-06-18.2510261,bs,1.69,14.996,10.232,0.008,293.193,2.264,g
2458287.75436,2018-06-18.2522437,bs,1.67,14.995,10.229,0.009,293.954,2.297,g
2458287.75558,2018-06-18.2534597,bs,1.65,14.994,10.230,0.009,293.660,2.284,g
2458288.77705,2018-06-19.2749486,bs,1.55,14.997,10.237,0.008,291.844,2.145,g
2458288.77828,2018-06-19.2761684,bs,1.66,14.987,10.230,0.009,293.613,2.279,g
2458288.77950,2018-06-19.2773869,bs,1.61,14.989,10.233,0.009,292.923,2.334,g
2458289.63511,2018-06-20.1330173,bs,1.51,14.993,10.251,0.009,288.107,2.324,g
2458289.63633,2018-06-20.1342384,bs,1.59,15.057,10.329,0.004,268.260,0.895,g
2458290.81494,2018-06-21.3128725,bc,1.53,14.570,10.072,0.004,359.102,1.316,V
2458290.81623,2018-06-21.3141568,bc,1.49,14.566,10.059,0.004,363.462,1.470,V
2458290.81752,2018-06-21.3154398,bc,1.48,14.564,10.059,0.004,363.576,1.396,V
2458291.86573,2018-06-22.3636681,bs,1.58,99.990,99.990,99.990,99.990,99.990,g
2458291.86695,2018-06-22.3648861,bs,1.58,99.990,99.990,99.990,99.990,99.990,g
2458291.86816,2018-06-22.3661010,bs,1.63,99.990,99.990,99.990,99.990,99.990,g
2458292.81344,2018-06-23.3113964,bc,1.56,14.622,10.065,0.004,361.379,1.331,V
2458292.81471,2018-06-23.3126675,bc,1.55,14.626,10.072,0.004,359.148,1.400,V
2458292.81599,2018-06-23.3139454,bc,1.53,14.619,10.067,0.004,360.827,1.423,V
2458295.91046,2018-06-26.4084726,bc,2.22,14.526,10.060,0.005,362.933,1.483,V
2458295.91173,2018-06-26.4097498,bc,2.26,14.522,10.063,0.005,362.034,1.541,V
2458295.91301,2018-06-26.4110253,bc,2.31,14.525,10.078,0.005,357.102,1.439,V
2458297.62703,2018-06-28.1250695,bs,1.62,14.917,10.267,0.008,283.987,2.006,g
2458297.62827,2018-06-28.1263128,bs,1.59,14.956,10.313,0.009,272.016,2.249,g
2458297.62949,2018-06-28.1275348,bs,1.59,14.942,10.309,0.009,273.255,2.206,g
2458298.94507,2018-06-29.4431346,bc,1.46,14.601,10.065,0.004,361.365,1.405,V
2458298.94760,2018-06-29.4456692,bc,1.50,14.618,10.068,0.004,360.204,1.473,V
2458300.80426,2018-07-01.3023724,bc,1.44,14.478,10.070,0.005,359.582,1.687,V
2458300.80554,2018-07-01.3036487,bc,1.44,14.284,10.057,0.008,363.889,2.833,V
2458300.80682,2018-07-01.3049259,bc,1.52,13.996,10.068,0.014,360.153,4.760,V
2458301.80465,2018-07-02.3027765,bs,1.50,14.971,10.240,0.009,291.144,2.405,g
2458301.80586,2018-07-02.3039915,bs,1.46,15.020,10.327,0.009,268.755,2.270,g
2458301.80709,2018-07-02.3052142,bs,1.41,14.993,10.286,0.009,279.004,2.344,g
2458302.74365,2018-07-03.2417937,bs,1.71,14.912,10.241,0.009,290.898,2.334,g
2458302.74486,2018-07-03.2430151,bs,1.70,14.911,10.237,0.009,291.761,2.335,g
2458302.74608,2018-07-03.2442314,bs,1.70,14.905,10.251,0.008,288.146,2.172,g
2458304.75305,2018-07-05.2512567,bs,1.68,99.990,99.990,99.990,99.990,99.990,g
2458304.75428,2018-07-05.2524846,bs,1.67,99.990,99.990,99.990,99.990,99.990,g
2458304.75550,2018-07-05.2537057,bs,1.72,99.990,99.990,99.990,99.990,99.990,g
2458309.92263,2018-07-10.4209593,bc,1.41,14.619,10.055,0.004,364.568,1.263,V
2458309.92392,2018-07-10.4222409,bc,1.43,14.620,10.056,0.004,364.310,1.281,V
2458309.92519,2018-07-10.4235177,bc,1.41,14.626,10.062,0.004,362.237,1.265,V
2458312.92461,2018-07-13.4230180,bc,1.41,14.626,10.062,0.004,362.433,1.251,V
2458312.92589,2018-07-13.4242949,bc,1.37,14.621,10.057,0.004,363.978,1.268,V
2458312.92716,2018-07-13.4255703,bc,1.38,14.624,10.062,0.004,362.292,1.313,V
2458314.72423,2018-07-15.2226862,bs,1.45,99.990,99.990,99.990,99.990,99.990,g
2458314.72544,2018-07-15.2239,bs,1.53,99.990,99.990,99.990,99.990,99.990,g
2458314.72666,2018-07-15.2251211,bs,1.46,99.990,99.990,99.990,99.990,99.990,g
2458316.76577,2018-07-17.2642833,bc,1.44,14.606,10.056,0.004,364.515,1.371,V
2458316.76706,2018-07-17.2655674,bc,1.42,14.610,10.057,0.004,363.799,1.305,V
2458316.76832,2018-07-17.2668362,bc,1.44,14.615,10.065,0.004,361.574,1.335,V
2458318.79603,2018-07-19.2946030,bs,1.52,14.954,10.236,0.009,292.106,2.280,g
2458318.79725,2018-07-19.2958202,bs,1.50,14.951,10.233,0.009,293.014,2.465,g
2458318.79846,2018-07-19.2970262,bs,1.49,14.947,10.228,0.009,294.341,2.518,g
2458321.82382,2018-07-22.3224788,bs,1.60,14.941,10.241,0.009,290.783,2.277,g
2458321.82504,2018-07-22.3236947,bs,1.57,14.977,10.283,0.004,279.965,1.026,g
2458321.82626,2018-07-22.3249221,bs,1.53,14.936,10.242,0.009,290.554,2.400,g
2458325.81717,2018-07-26.3159627,bs,1.52,14.837,10.290,0.007,277.888,1.916,g
2458325.81839,2018-07-26.3171827,bs,1.53,14.815,10.278,0.009,280.913,2.239,g
2458325.81961,2018-07-26.3184010,bs,1.40,14.798,10.278,0.009,280.895,2.254,g
2458326.86724,2018-07-27.3660675,bc,1.36,14.618,10.072,0.004,358.754,1.360,V
2458326.86853,2018-07-27.3673532,bc,1.37,14.605,10.060,0.004,363.090,1.402,V
2458326.86979,2018-07-27.3686263,bc,1.44,14.609,10.066,0.004,361.059,1.443,V
2458327.84774,2018-07-28.3466025,bc,1.39,14.626,10.080,0.004,356.222,1.390,V
2458327.84902,2018-07-28.3478756,bc,1.39,14.620,10.072,0.004,359.011,1.391,V
2458327.85029,2018-07-28.3491511,bc,1.39,14.623,10.079,0.004,356.743,1.416,V
2458329.73605,2018-07-30.2349686,bs,1.42,14.908,10.270,0.008,283.298,2.122,g
2458329.73727,2018-07-30.2361884,bs,1.55,14.894,10.259,0.009,286.093,2.305,g
2458329.73849,2018-07-30.2374048,bs,1.42,14.901,10.276,0.009,281.397,2.405,g
2458331.75276,2018-08-01.2517493,bc,1.68,14.431,10.059,0.005,363.382,1.532,V
2458331.75403,2018-08-01.2530229,bc,1.69,14.388,10.061,0.005,362.515,1.526,V
2458331.75531,2018-08-01.2542994,bc,1.64,14.331,10.069,0.005,359.807,1.661,V
2458333.75182,2018-08-03.2508783,bc,1.44,14.631,10.058,0.004,363.573,1.281,V
2458333.75310,2018-08-03.2521556,bc,1.41,14.632,10.055,0.004,364.932,1.273,V
2458333.75437,2018-08-03.2534297,bc,1.42,14.636,10.061,0.004,362.702,1.287,V
2458335.68717,2018-08-05.1862983,bs,1.47,99.990,99.990,99.990,99.990,99.990,g
2458335.68838,2018-08-05.1875053,bs,1.51,99.990,99.990,99.990,99.990,99.990,g
2458335.68960,2018-08-05.1887251,bs,1.47,14.962,10.233,0.009,292.948,2.452,g
2458337.79365,2018-08-07.2928539,bs,2.14,14.884,10.229,0.009,294.090,2.435,g
2458337.79487,2018-08-07.2940712,bs,2.15,14.890,10.238,0.009,291.394,2.366,g
2458337.79608,2018-08-07.2952850,bs,2.15,14.887,10.239,0.009,291.155,2.422,g
2458339.83304,2018-08-09.3323190,bc,2.05,13.361,10.044,0.012,368.395,4.113,V
2458339.83433,2018-08-09.3335973,bc,2.02,13.494,10.081,0.011,356.139,3.853,V
2458339.83560,2018-08-09.3348738,bc,2.01,13.502,10.078,0.011,356.864,3.671,V
2458342.84369,2018-08-12.3430796,bc,1.35,14.608,10.060,0.004,362.863,1.329,V
2458342.84499,2018-08-12.3443690,bc,1.37,14.605,10.054,0.004,364.977,1.293,V
2458342.84626,2018-08-12.3456445,bc,1.37,14.601,10.049,0.004,366.681,1.344,V
2458345.79561,2018-08-15.2951069,bc,1.34,14.134,10.057,0.006,363.960,1.938,V
2458345.79690,2018-08-15.2963883,bc,1.38,14.084,10.061,0.006,362.439,2.038,V
2458345.79817,2018-08-15.2976663,bc,1.35,14.106,10.053,0.006,365.328,1.916,V
2458347.79551,2018-08-17.2950827,bc,1.34,14.617,10.057,0.004,364.035,1.289,V
2458347.79679,2018-08-17.2963534,bc,1.35,14.634,10.088,0.004,353.642,1.277,V
2458348.76168,2018-08-18.2612891,bs,1.42,14.226,10.254,0.011,287.328,2.827,g
2458348.76289,2018-08-18.2624981,bs,1.44,14.255,10.300,0.008,275.479,2.085,g
2458348.76411,2018-08-18.2637174,bs,1.43,14.188,10.255,0.009,287.130,2.379,g
2458351.70434,2018-08-21.2040577,bs,1.55,14.826,10.270,0.008,283.246,2.162,g
2458351.70558,2018-08-21.2052924,bs,1.57,14.842,10.267,0.007,283.924,1.971,g
2458351.70677,2018-08-21.2064932,bs,1.57,14.838,10.244,0.008,289.930,2.172,g
2458352.78006,2018-08-22.2798258,bc,1.47,14.322,10.070,0.006,359.891,1.958,V
2458352.78134,2018-08-22.2810929,bc,1.49,14.358,10.069,0.005,359.998,1.696,V
2458352.78261,2018-08-22.2823687,bc,1.49,14.382,10.080,0.005,356.380,1.603,V
2458361.79001,2018-08-31.2901087,bc,1.65,14.596,10.055,0.004,364.546,1.288,V
2458361.79131,2018-08-31.2914155,bc,1.68,14.592,10.052,0.004,365.744,1.330,V
2458361.79259,2018-08-31.2926893,bc,1.64,14.595,10.054,0.004,365.197,1.365,V
2458367.73880,2018-09-06.2391309,bc,1.75,14.600,10.048,0.004,367.210,1.312,V
2458367.74008,2018-09-06.2404086,bc,2.03,14.588,10.054,0.003,365.134,1.267,V
2458367.74136,2018-09-06.2416857,bc,1.73,14.591,10.057,0.004,364.024,1.351,V
2458369.75314,2018-09-08.2535431,bc,1.67,14.585,10.045,0.004,367.964,1.383,V
2458369.75440,2018-09-08.2548112,bc,1.65,14.588,10.052,0.004,365.786,1.320,V
2458369.75569,2018-09-08.2560921,bc,1.67,14.594,10.059,0.004,363.475,1.332,V
2458372.74310,2018-09-11.2436168,bc,1.72,14.565,10.043,0.004,368.812,1.440,V
2458372.74439,2018-09-11.2448998,bc,1.80,14.567,10.048,0.004,367.086,1.349,V
2458372.74566,2018-09-11.2461774,bc,1.70,14.574,10.060,0.004,363.146,1.356,V
2458374.68711,2018-09-13.1877038,bs,1.44,14.966,10.247,0.009,289.175,2.327,g
2458374.68833,2018-09-13.1889224,bs,1.45,14.958,10.231,0.008,293.517,2.175,g
2458374.68955,2018-09-13.1901354,bs,1.46,14.963,10.247,0.009,289.327,2.251,g
2458376.68682,2018-09-15.1874855,bs,1.48,14.953,10.254,0.008,287.451,2.176,g
2458376.68803,2018-09-15.1887042,bs,1.48,99.990,99.990,99.990,99.990,99.990,g
2458376.68925,2018-09-15.1899217,bs,1.46,14.929,10.225,0.009,295.135,2.404,g
2458383.71317,2018-09-22.2140819,bc,2.22,14.458,10.049,0.005,366.488,1.782,V
2458383.71445,2018-09-22.2153701,bc,2.24,14.468,10.053,0.005,365.204,1.672,V
2458384.66579,2018-09-23.1667510,bs,1.64,14.941,10.253,0.008,287.615,2.212,g
2458384.66701,2018-09-23.1679685,bs,1.68,14.940,10.251,0.008,288.212,2.199,g
2458384.66824,2018-09-23.1691937,bs,1.61,14.935,10.255,0.008,287.076,2.190,g
2458385.66123,2018-09-24.1622150,bs,1.49,14.966,10.301,0.008,275.314,2.032,g
2458385.66244,2018-09-24.1634265,bs,1.52,14.959,10.293,0.008,277.348,2.135,g
2458385.66366,2018-09-24.1646428,bs,1.55,14.993,10.318,0.004,270.802,1.052,g
2458386.66049,2018-09-25.1615100,bs,1.51,15.001,10.353,0.008,262.269,1.976,g
2458386.66171,2018-09-25.1627273,bs,1.51,14.976,10.304,0.009,274.410,2.235,g
2458386.66292,2018-09-25.1639511,bs,1.47,14.967,10.337,0.009,266.092,2.118,g
2458389.64652,2018-09-28.1476425,bs,2.04,14.902,10.243,0.008,290.399,2.124,g
2458389.64775,2018-09-28.1488690,bs,2.05,14.908,10.259,0.008,286.017,2.117,g
2458389.64897,2018-09-28.1500949,bs,2.05,14.912,10.264,0.008,284.717,2.019,g
2458390.64603,2018-09-29.1471924,bs,1.56,14.941,10.239,0.009,291.420,2.317,g
2458390.64726,2018-09-29.1484108,bs,1.61,14.941,10.235,0.009,292.265,2.308,g
2458390.64848,2018-09-29.1496307,bs,1.58,14.963,10.271,0.008,282.818,2.049,g
2458391.60401,2018-09-30.1051993,bs,1.73,14.933,10.246,0.009,289.571,2.327,g
2458391.60525,2018-09-30.1064342,bs,1.77,14.925,10.231,0.009,293.514,2.368,g
2458391.60647,2018-09-30.1076506,bs,1.81,14.928,10.242,0.009,290.632,2.313,g
2458394.63806,2018-10-03.1393473,bs,1.46,14.932,10.232,0.009,293.250,2.512,g
2458394.63929,2018-10-03.1405722,bs,1.48,14.930,10.232,0.010,293.374,2.554,g
2458394.64052,2018-10-03.1417980,bs,1.47,14.934,10.243,0.009,290.172,2.500,g
2458399.61993,2018-10-08.1213621,bs,1.61,14.902,10.226,0.009,294.687,2.307,g
2458399.62119,2018-10-08.1226276,bs,1.56,99.990,99.990,99.990,99.990,99.990,g
2458399.62241,2018-10-08.1238506,bs,1.60,14.902,10.249,0.008,288.750,2.048,g
2458402.60905,2018-10-11.1105717,bs,1.68,14.945,10.228,0.010,294.304,2.710,g
2458402.61027,2018-10-11.1117916,bs,1.62,14.948,10.238,0.010,291.597,2.803,g
2458402.61150,2018-10-11.1130164,bs,1.65,15.017,10.313,0.004,272.183,1.084,g
2458405.60338,2018-10-14.1049861,bs,1.54,99.990,99.990,99.990,99.990,99.990,g
2458405.60460,2018-10-14.1062025,bs,1.57,99.990,99.990,99.990,99.990,99.990,g
2458405.60581,2018-10-14.1074153,bs,1.59,99.990,99.990,99.990,99.990,99.990,g
2458416.54684,2018-10-25.0487118,bs,1.59,14.980,10.297,0.009,276.061,2.237,g
2458416.54807,2018-10-25.0499434,bs,1.59,14.971,10.261,0.009,285.533,2.453,g
2458416.54930,2018-10-25.0511716,bs,1.54,14.990,10.275,0.009,281.890,2.244,g
2458417.56478,2018-10-26.0666730,bs,1.49,14.969,10.251,0.009,288.104,2.277,g
2458417.56600,2018-10-26.0678879,bs,1.46,14.962,10.245,0.009,289.871,2.455,g
2458417.56723,2018-10-26.0691135,bs,1.46,14.973,10.263,0.008,284.858,2.136,g
2458419.55227,2018-10-28.0541964,bs,1.47,15.029,10.298,0.004,275.976,0.949,g
2458419.55350,2018-10-28.0554247,bs,1.43,14.986,10.251,0.008,288.100,2.077,g
2458419.55474,2018-10-28.0566689,bs,1.46,14.980,10.248,0.009,288.883,2.310,g
2458426.54476,2018-11-04.0468040,bs,1.44,14.969,10.249,0.009,288.702,2.305,g
2458426.54600,2018-11-04.0480414,bs,1.47,14.990,10.276,0.008,281.545,2.000,g
2458426.54721,2018-11-04.0492637,bs,1.49,14.965,10.245,0.009,289.773,2.382,g
2458485.03798,2019-01-01.5397914,bs,1.53,14.928,10.290,0.010,277.897,2.497,g
2458485.03920,2019-01-01.5410070,bs,1.55,14.826,10.249,0.008,288.516,2.259,g
2458485.04041,2019-01-01.5422247,bs,1.59,14.791,10.314,0.005,271.873,1.169,g
2458487.16964,2019-01-03.6713907,bC,1.51,14.994,10.267,0.008,283.919,2.190,g
2458487.17091,2019-01-03.6726575,bC,1.49,14.972,10.275,0.009,281.907,2.332,g
2458487.17218,2019-01-03.6739341,bC,1.54,14.953,10.277,0.009,281.474,2.232,g
2458489.16787,2019-01-05.6695797,bC,1.61,15.037,10.312,0.004,272.530,0.964,g
2458489.16913,2019-01-05.6708402,bC,1.63,15.014,10.291,0.009,277.733,2.164,g
2458490.16322,2019-01-06.6648981,bC,1.51,15.005,10.259,0.009,285.989,2.306,g
2458490.16448,2019-01-06.6661606,bC,1.57,15.009,10.266,0.009,284.279,2.407,g
2458490.16574,2019-01-06.6674234,bC,1.60,15.004,10.264,0.009,284.638,2.395,g
2458491.15989,2019-01-07.6615457,bC,1.46,15.038,10.308,0.009,273.492,2.150,g
2458491.16116,2019-01-07.6628101,bC,1.45,15.031,10.289,0.008,278.381,2.124,g
2458491.16242,2019-01-07.6640744,bC,1.48,15.052,10.326,0.008,268.915,1.950,g
2458492.01561,2019-01-08.5172491,bs,1.45,14.689,10.300,0.011,275.433,2.700,g
2458492.01683,2019-01-08.5184651,bs,1.44,99.990,99.990,99.990,99.990,99.990,g
2458492.01806,2019-01-08.5196925,bs,1.43,14.565,10.360,0.014,260.560,3.336,g
2458499.15804,2019-01-15.6594619,bC,1.47,15.046,10.278,0.010,281.024,2.435,g
2458499.17516,2019-01-15.6765841,bC,1.55,15.046,10.347,0.009,263.727,2.237,g
2458500.15862,2019-01-16.6600162,bC,1.41,15.030,10.257,0.010,286.647,2.496,g
2458500.17566,2019-01-16.6770562,bC,1.63,15.089,10.406,0.004,249.756,0.898,g
2458505.14629,2019-01-21.6475334,bC,1.60,15.008,10.298,0.008,275.768,1.940,g
2458505.14757,2019-01-21.6488101,bC,1.60,15.004,10.279,0.008,280.648,2.121,g
2458505.14885,2019-01-21.6500870,bC,1.63,15.073,10.397,0.004,251.721,0.963,g
2458506.13824,2019-01-22.6394497,bC,1.58,15.044,10.349,0.008,263.192,2.029,g
2458506.13952,2019-01-22.6407278,bC,1.60,14.990,10.271,0.009,282.994,2.258,g
2458506.14080,2019-01-22.6420041,bC,1.52,15.054,10.369,0.008,258.574,2.011,g
2458507.13412,2019-01-23.6352957,bC,1.42,15.128,10.489,0.009,231.465,1.867,g
2458507.13540,2019-01-23.6365758,bC,1.41,15.043,10.316,0.009,271.328,2.283,g
2458507.13667,2019-01-23.6378501,bC,1.40,15.082,10.373,0.008,257.516,1.888,g
2458510.00129,2019-01-26.5023667,bs,1.48,99.990,99.990,99.990,99.990,99.990,g
2458510.00250,2019-01-26.5035847,bs,1.43,14.735,10.229,0.010,294.033,2.641,g
2458510.00372,2019-01-26.5048025,bs,1.44,14.631,10.272,0.009,282.612,2.405,g
2458519.10576,2019-02-04.6065167,bC,1.45,15.071,10.328,0.008,268.325,1.961,g
2458519.10704,2019-02-04.6077930,bC,1.44,15.039,10.272,0.009,282.469,2.303,g
2458519.10831,2019-02-04.6090636,bC,1.46,15.037,10.264,0.009,284.814,2.282,g
2458522.96894,2019-02-08.4695527,bs,1.41,14.876,10.270,0.008,283.006,2.143,g
2458522.97015,2019-02-08.4707590,bs,1.46,14.879,10.224,0.009,295.193,2.528,g
2458522.97137,2019-02-08.4719770,bs,1.44,14.929,10.235,0.009,292.477,2.407,g
2458527.97166,2019-02-13.4720811,bs,1.46,14.674,10.255,0.009,287.126,2.453,g
2458527.97288,2019-02-13.4732967,bs,1.49,14.819,10.259,0.009,285.991,2.393,g
2458527.97409,2019-02-13.4745130,bs,1.54,14.804,10.232,0.009,293.316,2.494,g
2458531.93645,2019-02-17.4367163,bs,1.54,14.875,10.248,0.007,289.034,1.940,g
2458531.93767,2019-02-17.4379344,bs,1.55,14.702,10.271,0.008,282.944,1.998,g
2458531.93887,2019-02-17.4391479,bs,1.51,14.714,10.252,0.008,287.957,2.151,g
2458532.92090,2019-02-18.4211318,bs,1.51,14.667,10.296,0.008,276.552,2.035,g
2458532.92211,2019-02-18.4223415,bs,1.52,14.751,10.280,0.009,280.613,2.361,g
2458532.92332,2019-02-18.4235563,bs,1.46,14.481,10.290,0.010,278.106,2.574,g
2458569.13984,2019-03-26.6387071,bC,1.46,15.115,10.324,0.010,269.479,2.373,g
2458569.15316,2019-03-26.6520238,bC,1.50,15.104,10.354,0.008,261.953,2.019,g
2458569.81763,2019-03-27.3164726,bs,1.50,14.500,10.256,0.009,286.973,2.493,g
2458569.81884,2019-03-27.3176828,bs,1.47,14.241,10.292,0.009,277.249,2.328,g
2458569.82005,2019-03-27.3188998,bs,1.48,14.076,10.261,0.010,285.518,2.626,g
2458573.93245,2019-03-31.4311618,bC,1.39,14.920,10.270,0.008,283.160,2.204,g
2458573.93372,2019-03-31.4324326,bC,1.43,15.008,10.338,0.009,265.784,2.103,g
2458573.93499,2019-03-31.4336946,bC,1.43,14.979,10.263,0.009,285.012,2.335,g
2458576.97442,2019-04-03.4730289,bs,1.49,15.028,10.305,0.004,274.257,0.887,g
2458576.97562,2019-04-03.4742423,bs,1.53,14.938,10.221,0.013,296.295,3.594,g
2458576.97685,2019-04-03.4754618,bs,1.48,99.990,99.990,99.990,99.990,99.990,g
2458577.78351,2019-04-04.2820989,bs,1.52,99.990,99.990,99.990,99.990,99.990,g
2458577.78472,2019-04-04.2833162,bs,1.50,99.990,99.990,99.990,99.990,99.990,g
2458577.78594,2019-04-04.2845343,bs,1.44,14.892,10.241,0.009,290.655,2.281,g
2458578.92950,2019-04-05.4280517,bC,1.41,15.029,10.280,0.009,280.322,2.237,g
2458578.93076,2019-04-05.4293182,bC,1.42,15.040,10.295,0.008,276.627,2.110,g
2458578.93204,2019-04-05.4305946,bC,1.41,15.017,10.255,0.009,287.074,2.309,g
2458579.89994,2019-04-06.3984697,bs,1.58,14.940,10.226,0.009,294.810,2.455,g
2458579.90117,2019-04-06.3996981,bs,1.54,99.990,99.990,99.990,99.990,99.990,g
2458580.78816,2019-04-07.2866585,bs,1.48,99.990,99.990,99.990,99.990,99.990,g
2458580.78938,2019-04-07.2878775,bs,1.48,14.921,10.232,0.009,293.000,2.360,g
2458580.79059,2019-04-07.2890967,bs,1.46,99.990,99.990,99.990,99.990,99.990,g
2458582.90730,2019-04-09.4057322,bC,1.43,14.988,10.263,0.009,285.002,2.462,g
2458582.90857,2019-04-09.4070026,bC,1.39,15.038,10.355,0.009,261.847,2.171,g
2458582.90983,2019-04-09.4082689,bC,1.43,15.018,10.316,0.009,271.212,2.342,g
